platform,is_ranking,rank,brand,brand_likes,main_category,category,gender,product_detail_url,product_name,color,color_chip,thumbnail,likes,views,details,material,current_price,regular_price,discount_rate,rating,reviews,sales,manufacture_date,crawled_at,reorder
,false,,UNIQLO,,,,여성,https://www.uniqlo.com/kr/ko/products/E465755-000/00,AIRism코튼T,"WHITE, LIGHT GRAY, BLACK, RED, BEIGE, DARK BROWN, GREEN, NAVY",,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465755/item/krgoods_00_465755_3x4.jpg,,,,,"₩14,900","₩14,900",,"{'average': 4.7, 'count': 473}",,,,260622,
,false,,UNIQLO,,,,여성,https://www.uniqlo.com/kr/ko/products/E480054-000/00,AIRism코튼T(스트라이프),"OFF WHITE, BLACK",,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/480054/item/krgoods_01_480054_3x4.jpg,,,,,"₩14,900","₩14,900",,"{'average': 4.7, 'count': 121}",,,,260622,
,false,,UNIQLO,,,,여성,https://www.uniqlo.com/kr/ko/products/E483537-000/00,AIRism코튼T(스트라이프),"DARK GREEN, DARK BROWN",,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/483537/item/krgoods_59_483537_3x4.jpg,,,,,"₩14,900","₩14,900",,"{'average': 5, 'count': 1}",,,,260622,
,false,,UNIQLO,,,,여성,https://www.uniqlo.com/kr/ko/products/E424873-000/00,크루넥T,"PINK, WHITE, BLACK, RED, BROWN, CREAM, GREEN, BLUE, NAVY, LIGHT PURPLE",,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/424873/item/krgoods_10_424873_3x4.jpg,,,,,"₩19,900","₩19,900",,"{'average': 4.7, 'count': 1242}",,,,260622,
,false,,UNIQLO,,,,여성,https://www.uniqlo.com/kr/ko/products/E483461-000/00,SUPIMA COTTON T,"WHITE, GRAY, BLACK, PINK, KHAKI, NAVY, PURPLE",,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/483461/item/krgoods_00_483461_3x4.jpg,,,,,"₩19,900","₩19,900",,"{'average': 4.6, 'count': 93}",,,,260622,
,false,,UNIQLO,,,,여성,https://www.uniqlo.com/kr/ko/products/E483576-000/00,슬러브저지V넥T,"CREAM, WHITE, GRAY, BLACK, PINK, DARK GREEN, LIGHT BLUE, NAVY",,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/483576/item/krgoods_40_483576_3x4.jpg,,,,,"₩19,900","₩19,900",,"{'average': 4.8, 'count': 28}",,,,260622,
,false,,UNIQLO,,,,여성,https://www.uniqlo.com/kr/ko/products/E465761-000/00,리넨크루넥T(반팔),"BROWN, OFF WHITE, BLACK, RED, YELLOW, OLIVE",,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465761/item/krgoods_37_465761_3x4.jpg,,,,,"₩39,900","₩39,900",,"{'average': 4.4, 'count': 41}",,,,260622,
,false,,UNIQLO,,,,여성,https://www.uniqlo.com/kr/ko/products/E465760-000/00,미니T,"WHITE, GRAY, BLACK, RED, WINE, BROWN, BROWN, YELLOW, BLUE, BLUE, NAVY",,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/465760/item/krgoods_00_465760_3x4.jpg,,,,,"₩14,900","₩14,900",,"{'average': 4.7, 'count': 546}",,,,260622,
,false,,UNIQLO,,,,여성,https://www.uniqlo.com/kr/ko/products/E484457-000/00,립미니T,"BLACK, OFF WHITE, DARK BROWN, LIGHT GREEN",,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/484457/item/krgoods_09_484457_3x4.jpg,,,,,"₩14,900","₩14,900",,"{'average': 4.7, 'count': 35}",,,,260622,
,false,,UNIQLO,,,,여성,https://www.uniqlo.com/kr/ko/products/E485025-000/00,포인텔라운드넥미니T,"WHITE, BLACK, WINE, CREAM",,https://image.uniqlo.com/UQ/ST3/kr/imagesgoods/485025/item/krgoods_00_485025_3x4.jpg,,,,,"₩12,900","₩12,900",,"{'average': 4.7, 'count': 31}",,,,260622,
